id_conta,id_empresa,id_cliente,id_fornecedor,tipo_titulo,valor_original,valor_pago,data_vencimento,data_pagamento,status_pagamento,descricao_pagamento
246,7,12.0,,A Receber,12068.75,12068.75,2026-03-02,2026-02-26,Pago,Dicta earum adipisci.
247,7,,2.0,A Pagar,14123.07,14123.07,2026-08-05,2026-08-20,Pago,Omnis debitis sequi vitae.
248,7,,37.0,A Pagar,42802.73,42802.73,2026-03-29,2026-03-26,Pago,Animi tempore et.
249,7,11.0,,A Receber,47718.48,0.0,2026-01-08,,Vencido,Tempore illum facilis.
250,7,,2.0,A Pagar,39013.56,39013.56,2026-06-10,2026-06-23,Pago,Id saepe sapiente.
251,7,43.0,,A Receber,1494.29,1494.29,2025-12-13,2025-12-28,Pago,Quasi ut maxime repudiandae veniam ut.
252,7,,4.0,A Pagar,30720.38,0.0,2025-12-20,,Pendente,Dolores commodi rem.
253,7,,37.0,A Pagar,20954.55,20954.55,2026-01-21,2026-02-03,Pago,Qui rem quia vel dolor autem.
254,7,6.0,,A Receber,30552.25,0.0,2025-12-03,,Pendente,Ipsa ducimus nihil laudantium.
255,7,4.0,,A Receber,31774.55,31774.55,2026-02-10,2026-02-10,Pago,Et incidunt placeat.
256,7,,30.0,A Pagar,20682.54,20682.54,2026-10-18,2026-10-16,Pago,Facilis quaerat reprehenderit.
257,7,,8.0,A Pagar,5901.67,5901.67,2025-09-12,2025-09-12,Pago,Alias qui reiciendis amet totam perferendis.
258,7,,8.0,A Pagar,30990.15,0.0,2025-12-20,,Pendente,Est vero facilis repellat commodi.
259,7,,22.0,A Pagar,33187.37,0.0,2026-09-07,,Vencido,Harum tenetur hic voluptate ducimus.
260,7,16.0,,A Receber,10138.18,10138.18,2025-10-12,2025-10-08,Pago,Error similique cum ipsa.
261,7,37.0,,A Receber,9864.5,9864.5,2026-01-16,2026-01-11,Pago,Ratione earum aspernatur quod laudantium.
262,7,,30.0,A Pagar,32636.14,32636.14,2026-07-14,2026-07-25,Pago,Quaerat soluta reprehenderit repudiandae praesentium.
263,7,,10.0,A Pagar,38288.7,0.0,2026-04-07,,Pendente,In quas molestias eveniet possimus.
264,7,,6.0,A Pagar,14437.19,14437.19,2026-07-24,2026-08-08,Pago,Occaecati ratione consequatur id.
265,7,,22.0,A Pagar,43034.24,43034.24,2026-05-29,2026-05-28,Pago,Nemo beatae dolorum quae quisquam.
266,7,,39.0,A Pagar,14549.63,0.0,2026-06-06,,Pendente,Sed placeat recusandae.
267,7,,24.0,A Pagar,49729.98,49729.98,2026-01-17,2026-01-14,Pago,Sit consequatur cupiditate nihil eveniet eligendi.
268,7,,14.0,A Pagar,35868.96,35868.96,2025-10-09,2025-10-22,Pago,Delectus soluta velit sunt dolore.
269,7,2.0,,A Receber,38885.24,0.0,2026-10-11,,Pendente,Officia occaecati tenetur voluptate dicta praesentium.
270,7,8.0,,A Receber,7351.39,0.0,2025-11-14,,Pendente,Nulla nobis corrupti vero cumque.
271,7,36.0,,A Receber,16533.96,16533.96,2026-05-03,2026-05-02,Pago,Quaerat ipsa ullam.
272,7,,2.0,A Pagar,13190.06,0.0,2026-03-15,,Pendente,Blanditiis quae deleniti similique quos enim.
273,7,,2.0,A Pagar,7300.04,6294.91,2026-04-02,2026-04-16,Pago,Inventore dignissimos dolor.
274,7,,31.0,A Pagar,11771.1,10710.6,2026-08-20,2026-08-16,Pago,In illum corporis enim.
275,7,47.0,,A Receber,36160.91,0.0,2025-12-24,,Pendente,Iste dolorum nesciunt officia assumenda iusto.
276,7,38.0,,A Receber,1412.31,0.0,2026-09-09,,Pendente,Porro quae provident quasi ducimus.
277,7,,19.0,A Pagar,26693.05,0.0,2025-10-14,,Vencido,Amet ut iusto.
278,7,,22.0,A Pagar,16175.93,0.0,2026-02-01,,Cancelado,Vel voluptas nisi quibusdam aliquid ducimus.
279,7,,1.0,A Pagar,11325.29,11325.29,2026-05-25,2026-05-27,Pago,Voluptate perferendis consequatur tempora.
280,7,,8.0,A Pagar,1137.95,1137.95,2025-09-21,2025-10-01,Pago,Ea magnam ut soluta.
281,8,24.0,,A Receber,21332.5,21332.5,2025-10-30,2025-11-05,Pago,Quae inventore ea et voluptatem.
282,8,38.0,,A Receber,33950.3,0.0,2026-04-04,,Cancelado,Quibusdam unde eligendi soluta.
283,8,19.0,,A Receber,21430.95,0.0,2026-05-22,,Pendente,Maxime ipsa cumque qui.
284,8,,17.0,A Pagar,24134.7,0.0,2026-03-31,,Pendente,Nam ullam odio.
285,8,30.0,,A Receber,21878.99,0.0,2026-03-09,,Pendente,Corrupti dolorem alias ea.
286,8,,8.0,A Pagar,39923.77,34041.58,2026-07-01,2026-07-09,Pago,Blanditiis tempora libero ipsam voluptates.
287,8,,7.0,A Pagar,22631.49,0.0,2026-04-30,,Pendente,Laudantium sapiente sint commodi atque.
288,8,,32.0,A Pagar,8345.16,8345.16,2026-09-07,2026-09-18,Pago,Rerum quibusdam reprehenderit natus.
289,8,,24.0,A Pagar,22553.73,0.0,2026-06-12,,Pendente,Nesciunt voluptas minima necessitatibus.
290,8,,7.0,A Pagar,48717.8,48717.8,2026-02-27,2026-02-28,Pago,Doloribus libero atque.
291,8,,27.0,A Pagar,22812.27,0.0,2026-01-21,,Pendente,Perspiciatis perspiciatis hic nihil.
292,8,46.0,,A Receber,11690.69,0.0,2026-10-13,,Pendente,Corrupti aspernatur rerum optio iste.
293,8,,19.0,A Pagar,18247.72,18247.72,2026-10-14,2026-10-18,Pago,Omnis eveniet aliquam numquam iste veniam.
294,8,,26.0,A Pagar,8996.54,8155.48,2026-11-02,2026-11-02,Pago,Consectetur sint reiciendis eligendi reiciendis quia.
295,8,35.0,,A Receber,43012.41,43012.41,2026-04-24,2026-05-02,Pago,Fugit id debitis vitae sint at.
296,8,32.0,,A Receber,1775.3,0.0,2026-09-01,,Pendente,Harum illo officia veritatis.
297,8,,22.0,A Pagar,10188.55,10188.55,2025-11-08,2025-11-09,Pago,Laudantium inventore rem est.
298,8,11.0,,A Receber,41182.5,0.0,2026-06-22,,Vencido,Facere atque facilis.
299,8,17.0,,A Receber,41965.04,0.0,2025-11-27,,Vencido,Suscipit labore natus in quidem.
300,8,10.0,,A Receber,4222.99,4222.99,2026-08-14,2026-08-13,Pago,Delectus occaecati at maiores voluptate perspiciatis.
301,8,2.0,,A Receber,1894.61,0.0,2026-06-06,,Cancelado,Ut minima officia.
302,8,27.0,,A Receber,21450.51,21450.51,2025-10-09,2025-10-22,Pago,Ipsa tenetur labore corrupti consectetur.
303,8,,5.0,A Pagar,39816.64,0.0,2026-09-22,,Pendente,Minima eos aliquid asperiores.
304,8,43.0,,A Receber,23527.72,0.0,2025-09-23,,Vencido,Magni impedit iure.
305,8,,2.0,A Pagar,37526.43,0.0,2026-07-07,,Pendente,Explicabo nesciunt quisquam accusamus.
306,8,,35.0,A Pagar,38483.15,38483.15,2026-07-15,2026-07-28,Pago,Debitis delectus hic assumenda soluta.
307,8,37.0,,A Receber,450.44,0.0,2026-01-08,,Pendente,Quam quidem ipsum repellat exercitationem ullam.
308,8,,21.0,A Pagar,39287.55,0.0,2026-08-14,,Pendente,Delectus quia nobis sit.
309,8,,38.0,A Pagar,15092.15,0.0,2025-10-19,,Vencido,Accusantium hic accusamus omnis itaque illo.
310,8,26.0,,A Receber,39231.3,39231.3,2026-06-10,2026-06-12,Pago,Quas esse repellat nulla porro vitae.
311,8,,13.0,A Pagar,23323.41,23323.41,2026-06-17,2026-06-25,Pago,Assumenda consequatur deleniti repellendus.
312,8,39.0,,A Receber,27960.14,0.0,2026-06-26,,Pendente,Similique distinctio officiis officiis.
313,8,25.0,,A Receber,47785.97,0.0,2026-03-08,,Pendente,Similique molestiae assumenda quo corporis in blanditiis.
314,8,19.0,,A Receber,47641.55,47641.55,2026-09-22,2026-09-24,Pago,Vitae iusto similique nesciunt dicta.
315,8,,12.0,A Pagar,38181.1,38181.1,2026-05-04,2026-05-15,Pago,Amet ab occaecati quae voluptatem.
316,8,38.0,,A Receber,28552.59,0.0,2026-08-30,,Pendente,Nisi mollitia enim laborum laborum nihil.
317,8,1.0,,A Receber,3629.68,0.0,2026-05-21,,Vencido,Doloremque aperiam accusantium nemo mollitia eaque.
318,8,11.0,,A Receber,44206.22,0.0,2026-06-06,,Vencido,Blanditiis numquam officia ipsum ipsa cum.
319,8,,2.0,A Pagar,10952.81,0.0,2026-07-09,,Pendente,Exercitationem doloremque dolor tenetur excepturi nobis.
320,8,35.0,,A Receber,42259.27,0.0,2026-08-28,,Pendente,Consectetur eos quae vero rerum.
321,9,4.0,,A Receber,42099.06,42099.06,2026-06-17,2026-07-02,Pago,Recusandae reiciendis sapiente numquam eligendi.
322,9,7.0,,A Receber,42526.08,0.0,2026-07-19,,Vencido,Consectetur dicta non aut impedit voluptatibus.
323,9,,16.0,A Pagar,18658.04,18658.04,2026-01-11,2026-01-22,Pago,Nam voluptatum facere ea.
324,9,10.0,,A Receber,44903.11,0.0,2026-06-18,,Pendente,Repudiandae tempora adipisci aperiam.
325,9,2.0,,A Receber,36628.55,36628.55,2026-03-06,2026-03-10,Pago,Dolorem natus laborum voluptatibus quos quo.
326,9,,5.0,A Pagar,48534.26,0.0,2026-07-28,,Vencido,Eaque corrupti porro maiores pariatur provident.
327,9,20.0,,A Receber,26894.67,0.0,2026-10-02,,Pendente,Reiciendis vitae quidem voluptate quos.
328,9,,29.0,A Pagar,47356.12,0.0,2026-05-21,,Vencido,Reprehenderit aliquam autem.
329,9,,37.0,A Pagar,49147.94,0.0,2026-05-29,,Cancelado,Tenetur culpa eos ipsam.
330,9,29.0,,A Receber,46645.6,39768.61,2026-04-07,2026-04-19,Pago,Culpa facilis reprehenderit.
331,9,,27.0,A Pagar,23873.09,22303.66,2025-10-26,2025-10-27,Pago,Ipsa impedit quisquam doloribus.
332,9,37.0,,A Receber,4530.86,4144.81,2026-08-13,2026-08-10,Pago,Enim cupiditate eaque quaerat impedit.
333,9,,33.0,A Pagar,44582.2,44582.2,2026-05-29,2026-05-29,Pago,Corrupti quidem in dolorem.
334,9,36.0,,A Receber,45219.44,0.0,2026-08-10,,Pendente,Ullam tempore veritatis maiores placeat.
335,9,38.0,,A Receber,47180.53,47180.53,2026-10-10,2026-10-25,Pago,Corporis ab rem velit assumenda.
336,9,,18.0,A Pagar,2443.79,2443.79,2026-01-15,2026-01-18,Pago,Ipsa hic alias ullam.
337,9,,38.0,A Pagar,21349.08,20067.25,2025-11-07,2025-11-22,Pago,Animi occaecati quae optio maxime eos.
338,9,,12.0,A Pagar,24529.09,24529.09,2026-02-21,2026-03-05,Pago,Sit quam et exercitationem repudiandae tempore.
339,9,,22.0,A Pagar,36226.41,36226.41,2026-05-21,2026-05-30,Pago,Praesentium ipsum dignissimos.
340,9,12.0,,A Receber,14854.64,0.0,2026-04-23,,Pendente,Officiis possimus suscipit quos illo deserunt.
341,9,45.0,,A Receber,32090.8,0.0,2026-01-10,,Vencido,Modi harum quaerat.
342,9,25.0,,A Receber,27475.88,27475.88,2026-09-12,2026-09-20,Pago,Voluptatibus eligendi at mollitia maxime quidem.
343,9,,18.0,A Pagar,22817.07,19421.01,2025-11-11,2025-11-23,Pago,Tempora molestiae ea.
344,9,7.0,,A Receber,19480.98,0.0,2026-08-23,,Pendente,Quas voluptates beatae animi.
345,9,38.0,,A Receber,38074.45,0.0,2026-02-09,,Vencido,Magni commodi quidem velit ipsum nemo a.
346,9,18.0,,A Receber,27268.2,0.0,2026-01-26,,Pendente,Rem voluptates natus tempora.
347,9,,18.0,A Pagar,26870.72,26870.72,2026-05-28,2026-06-11,Pago,Sapiente doloremque error pariatur repellendus nemo.
348,9,,28.0,A Pagar,7131.73,0.0,2025-11-02,,Pendente,Maxime dolorum eveniet neque reprehenderit.
349,9,10.0,,A Receber,49532.58,49532.58,2026-02-04,2026-02-17,Pago,Corporis incidunt illum.
350,9,,28.0,A Pagar,1396.13,0.0,2025-10-13,,Vencido,Suscipit labore ipsum fuga minima.
351,9,,20.0,A Pagar,3970.5,0.0,2026-05-12,,Cancelado,Quod sit nesciunt odio voluptatum porro.
352,9,,38.0,A Pagar,44834.17,0.0,2026-10-11,,Cancelado,Reprehenderit corporis consectetur quae consectetur.
353,9,,23.0,A Pagar,33160.7,0.0,2026-06-30,,Cancelado,Blanditiis distinctio labore quia velit fuga.
354,9,,14.0,A Pagar,35822.32,0.0,2026-10-13,,Pendente,Sequi beatae fuga enim minima blanditiis.
355,9,,31.0,A Pagar,36069.81,0.0,2026-01-11,,Vencido,Esse laborum ratione consequuntur nihil.
356,9,12.0,,A Receber,49056.33,0.0,2025-09-24,,Pendente,Suscipit dolor reprehenderit laborum.
357,9,21.0,,A Receber,27947.8,0.0,2025-10-25,,Pendente,Architecto aliquid laboriosam est iste.
358,9,50.0,,A Receber,41553.92,0.0,2026-01-25,,Pendente,Labore quam non quis magnam.
359,9,,24.0,A Pagar,45349.53,0.0,2026-03-18,,Pendente,Pariatur corrupti quas at numquam.
360,9,32.0,,A Receber,7488.83,0.0,2026-05-27,,Pendente,Doloremque hic molestiae vero suscipit.
361,10,,28.0,A Pagar,16098.82,0.0,2026-07-13,,Pendente,Sint provident nemo.
362,10,,19.0,A Pagar,13897.92,13897.92,2026-08-08,2026-08-05,Pago,Natus commodi nam deserunt.
363,10,49.0,,A Receber,37094.68,0.0,2026-05-24,,Vencido,Quidem vero maxime quibusdam magnam accusantium.
364,10,,34.0,A Pagar,6600.83,0.0,2026-06-10,,Pendente,Debitis accusantium ratione doloribus provident suscipit.
365,10,,35.0,A Pagar,27189.78,0.0,2026-03-11,,Vencido,Non illo aliquid similique ad ipsa.
366,10,,26.0,A Pagar,23247.74,19945.68,2026-02-27,2026-03-02,Pago,Et ducimus beatae aut cumque corporis.
367,10,34.0,,A Receber,42435.21,0.0,2025-12-21,,Pendente,Culpa veritatis perspiciatis.
368,10,,21.0,A Pagar,31240.61,0.0,2025-09-29,,Vencido,Delectus quae error atque consequuntur.
369,10,17.0,,A Receber,27431.98,27431.98,2026-09-18,2026-09-20,Pago,Fugiat repudiandae commodi dicta.
370,10,45.0,,A Receber,31041.69,31041.69,2026-07-20,2026-07-27,Pago,Dolores magni magnam veniam earum et.
371,10,45.0,,A Receber,44658.4,0.0,2026-04-27,,Pendente,Laborum illum doloremque.
372,10,38.0,,A Receber,13282.58,13282.58,2026-09-15,2026-09-13,Pago,Mollitia nesciunt aut quis.
373,10,,40.0,A Pagar,6997.95,6997.95,2026-06-07,2026-06-17,Pago,Esse illum assumenda.
374,10,16.0,,A Receber,34940.45,34940.45,2026-06-01,2026-06-07,Pago,Quos consequuntur molestiae cumque.
375,10,,5.0,A Pagar,23881.7,23881.7,2025-12-17,2025-12-19,Pago,Vero nam aliquam repellat vero.
376,10,14.0,,A Receber,21236.07,0.0,2026-05-25,,Pendente,A ut laboriosam nisi.
377,10,,7.0,A Pagar,25878.99,0.0,2026-08-26,,Pendente,Voluptatum sapiente distinctio sapiente eligendi.
378,10,39.0,,A Receber,3073.82,2795.37,2025-11-11,2025-11-26,Pago,Natus error hic commodi consequuntur nam.
379,10,9.0,,A Receber,15146.05,0.0,2025-12-31,,Cancelado,Distinctio magnam reiciendis sunt veniam.
380,10,12.0,,A Receber,2633.83,0.0,2026-05-31,,Vencido,Earum optio eum distinctio vero.
381,10,44.0,,A Receber,43299.64,43299.64,2026-01-21,2026-02-02,Pago,Officia a labore.
382,10,28.0,,A Receber,25025.92,0.0,2026-09-22,,Pendente,Impedit tempora provident quis.
383,10,17.0,,A Receber,8342.92,0.0,2026-04-20,,Vencido,Molestiae tempora repellendus.
384,10,21.0,,A Receber,21352.46,21352.46,2026-03-12,2026-03-17,Pago,Explicabo repellat repudiandae.
385,10,,37.0,A Pagar,22695.88,0.0,2026-02-03,,Cancelado,Saepe repellat voluptates commodi.
386,10,15.0,,A Receber,9856.69,9856.69,2026-02-08,2026-02-16,Pago,Ipsam dolore accusantium eligendi.
387,10,,16.0,A Pagar,42894.76,42894.76,2026-09-30,2026-10-07,Pago,Deleniti repellendus numquam repellat dolore.
388,10,,12.0,A Pagar,38590.11,38590.11,2026-10-25,2026-10-23,Pago,Alias laudantium provident non ab.
389,10,41.0,,A Receber,16899.9,16899.9,2026-10-27,2026-10-23,Pago,Beatae eius magnam cupiditate deserunt.
390,10,,28.0,A Pagar,8265.13,0.0,2026-07-14,,Pendente,Natus aperiam consectetur aperiam ea necessitatibus.
391,10,,10.0,A Pagar,14917.38,0.0,2025-12-09,,Cancelado,Quas earum sed ad voluptas perspiciatis.
392,10,28.0,,A Receber,48227.4,48227.4,2026-05-23,2026-05-27,Pago,Sunt a incidunt perferendis officiis sequi.
393,10,9.0,,A Receber,38261.3,38261.3,2026-01-19,2026-01-17,Pago,Earum perspiciatis iure facere quis.
394,10,,12.0,A Pagar,14262.25,0.0,2026-09-14,,Cancelado,Aliquid ullam minus et.
395,10,,24.0,A Pagar,45562.73,0.0,2026-02-17,,Vencido,Aspernatur nemo ad qui voluptatem.
396,10,35.0,,A Receber,39905.03,39905.03,2026-03-03,2026-02-26,Pago,Totam deserunt eveniet.
397,10,,7.0,A Pagar,23886.89,23886.89,2025-09-30,2025-10-10,Pago,Atque laboriosam repellat nihil numquam ex dolorum.
398,10,,13.0,A Pagar,43768.55,0.0,2025-10-19,,Pendente,Vero rerum reprehenderit maxime.
399,10,29.0,,A Receber,46557.04,0.0,2025-12-13,,Vencido,Quod nulla quisquam.
400,10,29.0,,A Receber,7005.03,7005.03,2026-05-27,2026-05-27,Pago,Commodi voluptate totam fugiat suscipit possimus.
