id_movimentacao,id_empresa,data_movimentacao,tipo_operacao,categoria,descricao_movimentacao,valor_movimentacao,conciliada
279,6,2026-01-21,Entrada,Recebimento de Cliente,Cupiditate dolor deleniti eius sunt alias.,5588.82,0
280,6,2026-04-17,Saída,Impostos,Officia libero sunt laboriosam assumenda.,5287.62,0
281,6,2026-01-21,Entrada,Receita de Venda,Dicta suscipit minima occaecati reiciendis recusandae.,9268.73,0
282,6,2026-08-31,Saída,Despesas Administrativas,Laboriosam quos exercitationem natus eum earum.,22657.93,0
283,6,2025-09-13,Saída,Manutenção,Dolor tempore quod animi voluptatibus minus quisquam voluptatum.,25940.98,0
284,6,2026-08-25,Saída,Aluguel,Dolorum dolores modi recusandae.,13248.91,0
285,6,2026-05-31,Saída,Despesas Administrativas,Nemo voluptatem harum vel voluptatibus.,18978.42,1
286,6,2025-11-06,Saída,Pagamento de Fornecedor,Nihil rem possimus totam adipisci.,10623.07,0
287,6,2026-05-17,Entrada,Empréstimo,Natus natus deleniti voluptates sunt laudantium est.,23356.25,0
288,6,2026-03-02,Entrada,Receita de Venda,Animi nobis accusantium labore.,18752.51,0
289,6,2026-01-03,Saída,Salário,Dicta consectetur quaerat ullam sapiente eum accusantium nesciunt.,19375.53,0
290,6,2026-08-04,Entrada,Recebimento de Serviços,Sed similique vero fuga.,29906.95,0
291,6,2026-08-13,Saída,Despesas Administrativas,Nesciunt excepturi eum voluptate quasi ipsa.,17451.85,1
292,6,2026-04-25,Entrada,Aporte de Capital,Officiis cupiditate voluptas possimus ut ratione dolore.,45497.97,0
293,6,2026-04-06,Entrada,Empréstimo,Fugiat quasi eos debitis.,30447.79,0
294,6,2025-09-04,Entrada,Receita de Venda,Hic voluptatibus vitae adipisci nobis ullam voluptas.,22800.89,0
295,6,2025-11-23,Saída,Salário,Aut libero ex aspernatur expedita eum odio.,15186.02,0
296,6,2026-08-21,Entrada,Receita de Venda,Ipsum eaque dolorum architecto ducimus autem.,12763.31,0
297,6,2025-09-04,Saída,Despesas Administrativas,Ipsa in cumque impedit sunt expedita.,15769.65,0
298,6,2026-01-19,Entrada,Empréstimo,Ratione neque quis dolorem iste reiciendis alias.,18956.17,0
299,6,2025-09-11,Saída,Marketing,Veritatis asperiores cumque fugiat quasi.,12322.2,0
300,6,2026-03-22,Saída,Pagamento de Fornecedor,Excepturi voluptates tempora provident.,23697.89,0
301,7,2026-02-08,Saída,Salário,Non ipsa amet ex.,9957.75,1
302,7,2026-08-25,Saída,Combustível,Possimus quam quas eaque eligendi dolores.,7634.67,1
303,7,2025-09-22,Entrada,Empréstimo,Mollitia laudantium amet a assumenda reprehenderit numquam.,4534.35,0
304,7,2026-02-26,Entrada,Empréstimo,Ad cupiditate eos aspernatur.,15856.47,1
305,7,2026-07-08,Saída,Aluguel,Quos iusto tempora eaque odit.,17891.73,0
306,7,2026-01-23,Entrada,Empréstimo,Suscipit fuga ipsum ea iure dolorem.,28166.64,0
307,7,2025-12-11,Saída,Aluguel,Corrupti possimus atque pariatur.,20136.48,0
308,7,2026-06-25,Entrada,Aporte de Capital,Voluptas nihil mollitia sapiente repellendus in.,25670.18,0
309,7,2026-03-18,Entrada,Empréstimo,Nemo doloremque error hic sequi alias necessitatibus.,15788.87,0
310,7,2026-03-11,Entrada,Empréstimo,Perspiciatis nulla blanditiis quidem cupiditate voluptates voluptas.,47409.58,1
311,7,2026-06-26,Saída,Impostos,Aliquam aspernatur placeat dicta.,6873.64,0
312,7,2026-07-01,Entrada,Recebimento de Cliente,Rerum ducimus tenetur totam.,4319.67,0
313,7,2025-09-28,Entrada,Recebimento de Serviços,Nam mollitia sequi maxime totam accusamus.,38658.3,1
314,7,2026-05-17,Entrada,Empréstimo,Minima in impedit corporis nihil quis velit unde.,43881.44,0
315,7,2026-03-28,Entrada,Recebimento de Serviços,Ratione sint sunt soluta.,19147.63,0
316,7,2025-12-09,Entrada,Recebimento de Cliente,Nemo labore cupiditate illo nulla perspiciatis illo.,41651.58,0
317,7,2026-01-26,Entrada,Aporte de Capital,Porro aliquid labore eaque fuga excepturi.,2662.78,1
318,7,2026-06-20,Saída,Impostos,Eligendi laudantium possimus atque sit.,29090.7,0
319,7,2025-10-23,Saída,Despesas Administrativas,Quo eum quas non at ipsam.,7096.69,1
320,7,2026-08-03,Entrada,Empréstimo,Qui quis sint reprehenderit maiores culpa.,48297.03,0
321,7,2025-12-26,Saída,Impostos,Illo quos minima necessitatibus cupiditate soluta dicta.,11098.44,1
322,7,2025-09-25,Saída,Despesas Administrativas,Itaque ullam provident.,23106.21,1
323,7,2025-12-13,Saída,Marketing,Magnam odio commodi adipisci fuga nisi debitis.,28991.42,1
324,7,2026-07-18,Entrada,Recebimento de Serviços,Mollitia exercitationem saepe ea rerum at ad amet.,7350.73,0
325,7,2026-07-12,Saída,Pagamento de Fornecedor,Sequi officia perspiciatis eaque illum.,19271.25,1
326,7,2025-09-11,Saída,Salário,Labore consequatur cupiditate.,21370.89,0
327,7,2026-06-23,Entrada,Empréstimo,Dolorum rem esse vitae odit.,4651.82,0
328,7,2026-02-05,Entrada,Empréstimo,Sed itaque dolor error maxime numquam.,22741.3,0
329,7,2026-04-05,Entrada,Aporte de Capital,Maiores optio sapiente.,5039.82,0
330,7,2026-01-18,Entrada,Aporte de Capital,Non error autem aperiam voluptates odit similique ea.,44289.17,0
331,7,2026-05-21,Entrada,Aporte de Capital,Deleniti maxime dolores animi similique.,3136.22,0
332,7,2026-06-26,Saída,Impostos,Optio perspiciatis quam omnis voluptatum ea.,11646.37,1
333,7,2026-02-03,Entrada,Empréstimo,Qui nesciunt voluptatum repellendus exercitationem quae.,11614.67,1
334,7,2026-05-12,Saída,Salário,Temporibus perferendis magni sapiente saepe soluta debitis.,25191.37,0
335,7,2025-10-09,Saída,Aluguel,Qui quam nam totam.,4214.23,0
336,7,2026-08-15,Saída,Despesas Administrativas,Omnis dolore dolore sit in suscipit.,20912.55,0
337,7,2026-01-17,Entrada,Aporte de Capital,Eos sed iusto sint nesciunt velit architecto suscipit.,22705.77,1
338,7,2026-03-05,Entrada,Receita de Venda,Minus impedit sit corrupti voluptatibus exercitationem.,1440.69,0
339,7,2026-08-30,Entrada,Recebimento de Cliente,Corporis similique debitis aspernatur ex voluptates et.,27665.81,0
340,7,2025-09-25,Saída,Salário,Earum quis cumque quisquam laudantium quis at.,23307.56,1
341,7,2026-04-16,Entrada,Empréstimo,Illo vitae fugit alias dicta fuga.,6531.49,1
342,7,2025-09-09,Entrada,Aporte de Capital,Quidem minus accusantium a quasi dolorem.,32128.11,0
343,7,2026-07-21,Saída,Salário,Consectetur fugit nihil cumque reprehenderit.,3414.65,1
344,7,2025-12-21,Saída,Pagamento de Fornecedor,Iste maxime minima inventore placeat.,18995.45,0
345,7,2025-10-22,Entrada,Recebimento de Cliente,Facere deleniti veniam ullam illo dolorem quas.,14917.96,1
346,7,2025-10-21,Entrada,Recebimento de Serviços,Nihil cumque facilis.,17964.39,1
347,7,2026-04-29,Saída,Aluguel,Fugiat odit quo.,19964.7,0
348,7,2026-04-19,Entrada,Recebimento de Serviços,Voluptatum optio officiis accusantium porro impedit fugit molestias.,48745.4,1
349,7,2026-02-24,Entrada,Recebimento de Serviços,Dignissimos placeat ab in.,27432.06,0
350,7,2025-10-10,Entrada,Aporte de Capital,Earum non consequatur rerum autem quaerat blanditiis.,43729.91,0
351,8,2025-10-15,Entrada,Aporte de Capital,Libero non quod rerum.,49061.45,0
352,8,2026-08-25,Saída,Pagamento de Fornecedor,Provident eos aliquam libero dignissimos ut.,10777.11,0
353,8,2026-01-02,Entrada,Empréstimo,Accusamus at beatae.,12435.73,0
354,8,2026-04-01,Entrada,Recebimento de Serviços,Corrupti at maiores quam aut ducimus doloremque.,36891.76,0
355,8,2026-08-30,Saída,Aluguel,Eaque amet repellat soluta sequi.,1425.64,1
356,8,2026-01-13,Saída,Aluguel,Incidunt blanditiis sed tempora ab consequuntur.,24928.47,0
357,8,2026-04-28,Saída,Despesas Administrativas,Facere ipsa numquam soluta at repellendus.,18988.9,0
358,8,2025-11-09,Entrada,Receita de Venda,Id itaque saepe porro laboriosam in.,35944.23,0
359,8,2026-07-24,Saída,Pagamento de Fornecedor,Beatae possimus animi velit.,8873.93,1
360,8,2025-11-01,Entrada,Recebimento de Cliente,Tenetur laboriosam necessitatibus ipsa nostrum quod.,44346.62,0
361,8,2026-04-15,Saída,Combustível,Laboriosam laborum suscipit ipsam.,15509.97,0
362,8,2025-09-27,Saída,Combustível,Accusamus sit minima quia quam dolore.,1194.96,0
363,8,2026-08-18,Entrada,Empréstimo,Maxime porro nulla inventore quas laboriosam.,18170.22,0
364,8,2026-05-04,Entrada,Empréstimo,Corrupti repudiandae tempora nostrum accusamus vel.,14024.22,0
365,8,2026-03-07,Saída,Marketing,Sequi sit asperiores laudantium dolores voluptas amet.,26695.65,0
366,8,2025-11-24,Saída,Marketing,Illo doloremque itaque reiciendis ipsum sequi.,10237.2,1
367,8,2026-02-14,Entrada,Aporte de Capital,Voluptatem quia accusantium illo.,34757.39,1
368,8,2025-09-17,Saída,Combustível,A at nobis nulla esse magni dignissimos.,24054.33,0
369,8,2026-05-07,Saída,Salário,Facilis amet dolore iste nam nulla.,12975.15,1
370,8,2026-02-23,Entrada,Recebimento de Serviços,Quaerat beatae quis dolore exercitationem rerum.,15041.44,0
371,8,2026-08-22,Entrada,Receita de Venda,Molestias fugiat autem tempore laudantium.,16732.04,0
372,8,2026-06-30,Saída,Combustível,Autem nostrum deleniti ut hic itaque.,13432.88,0
373,8,2026-06-16,Saída,Aluguel,Autem impedit unde saepe nihil quo.,20723.97,0
374,8,2026-02-15,Saída,Despesas Administrativas,Vero consequatur libero minus aliquid vel saepe laboriosam.,1366.42,0
375,8,2026-03-08,Saída,Marketing,Porro cupiditate repellendus aut.,8309.21,0
376,8,2026-05-01,Entrada,Receita de Venda,Sunt magnam harum voluptatem totam quis earum vitae.,33723.6,0
377,8,2026-08-24,Saída,Manutenção,Rem consequuntur nobis suscipit maiores sapiente molestias.,15441.27,0
378,8,2025-12-27,Entrada,Receita de Venda,Odio dicta numquam enim exercitationem perferendis voluptatem.,7567.58,0
379,8,2026-04-29,Saída,Pagamento de Fornecedor,Magnam possimus eum blanditiis.,3874.28,0
380,8,2026-01-10,Entrada,Empréstimo,Nesciunt velit quae perferendis tempora modi soluta.,18426.45,0
381,8,2026-02-05,Entrada,Recebimento de Serviços,Minima ad corporis.,8095.19,0
382,8,2026-05-06,Saída,Manutenção,Eaque quos voluptates placeat corporis.,11223.2,0
383,8,2025-09-26,Entrada,Recebimento de Serviços,Dignissimos molestiae facere iste nulla.,7315.91,0
384,8,2026-05-08,Saída,Marketing,Sint quia natus dolores quos reiciendis enim.,9500.12,0
385,8,2026-05-04,Saída,Impostos,Harum vero voluptate est mollitia accusamus.,28819.55,0
386,8,2025-12-04,Entrada,Recebimento de Cliente,Sit similique ipsam dolorem odio quae facilis nihil.,25202.68,0
387,8,2026-05-31,Saída,Salário,Quod vitae eos debitis placeat.,7927.12,0
388,8,2025-11-11,Saída,Despesas Administrativas,Quasi blanditiis aliquam eius.,6515.66,1
389,8,2025-12-09,Saída,Despesas Administrativas,Nesciunt ducimus ex quae.,6085.33,0
390,8,2025-10-30,Entrada,Receita de Venda,Ut nisi quo numquam.,22876.11,1
391,8,2026-07-08,Saída,Salário,Laudantium nemo facere quos et.,24334.35,0
392,8,2025-11-23,Saída,Manutenção,Maxime ratione cum molestiae.,21315.26,0
393,8,2026-01-29,Saída,Combustível,Dolore distinctio ex facere dolor quibusdam.,25555.73,0
394,8,2026-03-16,Entrada,Empréstimo,Reprehenderit voluptatem ab pariatur ipsum temporibus nostrum.,25683.41,0
395,8,2026-04-18,Entrada,Recebimento de Cliente,Placeat eum totam.,39707.25,0
396,8,2026-08-14,Entrada,Aporte de Capital,Ducimus quam ad maxime quo maiores.,1801.06,0
397,8,2026-03-08,Saída,Despesas Administrativas,Aliquam tempore deserunt maiores veniam cumque vero.,24129.49,1
398,8,2026-03-19,Entrada,Recebimento de Serviços,Occaecati distinctio occaecati.,44270.2,1
399,8,2025-11-20,Entrada,Empréstimo,Saepe dignissimos repudiandae soluta qui ipsa.,20208.92,0
400,8,2026-06-29,Saída,Marketing,Quia corrupti itaque ex.,23098.02,0
401,9,2025-10-05,Entrada,Recebimento de Cliente,Debitis dolorum architecto.,48632.8,0
402,9,2026-06-30,Entrada,Aporte de Capital,Illum iste illo et harum.,23558.74,1
403,9,2025-10-17,Saída,Aluguel,Odit nulla quidem.,26351.01,0
404,9,2026-04-05,Entrada,Recebimento de Cliente,Facere magnam enim placeat.,21914.61,0
405,9,2026-04-13,Entrada,Receita de Venda,Quisquam ipsa hic optio labore.,26146.06,0
406,9,2026-03-17,Saída,Aluguel,Quia reiciendis sed eos.,4942.81,0
407,9,2026-04-23,Entrada,Empréstimo,Perspiciatis totam recusandae quas fuga.,47400.42,0
408,9,2026-08-16,Saída,Salário,Soluta consequuntur aliquam nemo hic molestias assumenda.,7593.1,0
409,9,2025-11-19,Saída,Aluguel,Distinctio temporibus sed consequuntur delectus nulla.,18788.17,0
410,9,2025-12-05,Entrada,Recebimento de Serviços,Delectus reiciendis sequi sed.,32228.88,0
411,9,2026-08-10,Entrada,Recebimento de Cliente,Itaque mollitia enim architecto atque quas laborum.,33107.28,0
412,9,2026-01-02,Saída,Pagamento de Fornecedor,Perferendis doloremque eligendi architecto.,24774.56,1
413,9,2025-11-13,Entrada,Receita de Venda,Iste nulla esse nesciunt natus facilis et.,2750.36,0
414,9,2026-02-07,Saída,Impostos,Et quos quae.,23032.07,0
415,9,2026-04-25,Saída,Pagamento de Fornecedor,Saepe consequatur quasi soluta iure.,14991.34,1
416,9,2026-01-12,Saída,Combustível,Laborum autem officia aspernatur eligendi.,14540.05,1
417,9,2026-07-02,Saída,Combustível,Deserunt quasi occaecati quas tempora sed occaecati.,13660.97,0
418,9,2026-06-27,Entrada,Recebimento de Cliente,Illo nihil temporibus mollitia molestiae voluptatum iusto quod.,22260.47,1
419,9,2026-01-15,Saída,Despesas Administrativas,Tempora nihil similique consequatur magnam.,6200.29,0
420,9,2025-10-07,Entrada,Empréstimo,Magnam optio sed rem nostrum cumque.,43143.51,0
421,9,2026-03-10,Saída,Manutenção,Culpa necessitatibus natus sit corporis quasi vel.,29263.69,0
422,9,2025-09-18,Entrada,Empréstimo,Doloremque eaque doloremque pariatur maxime recusandae harum.,25991.52,0
423,9,2026-08-05,Entrada,Empréstimo,Aliquam officiis aut.,12466.02,0
424,9,2026-08-23,Entrada,Empréstimo,Rerum ea molestias cupiditate officiis.,22755.0,0
425,9,2026-01-15,Entrada,Receita de Venda,Maxime fugiat tenetur maiores.,3004.96,0
426,9,2026-01-10,Saída,Marketing,Laborum laboriosam nobis magnam consequuntur cumque.,7523.28,0
427,9,2025-10-02,Entrada,Empréstimo,Distinctio deleniti facere quaerat blanditiis.,46720.7,0
428,9,2025-11-27,Saída,Impostos,Quam laboriosam laboriosam distinctio cum rerum.,22917.33,0
429,9,2025-09-12,Saída,Despesas Administrativas,Consectetur nihil consequatur.,15012.92,0
430,9,2026-03-10,Saída,Despesas Administrativas,Corporis cumque ullam maxime illo voluptas odit.,792.97,0
431,9,2026-07-21,Saída,Despesas Administrativas,Veniam dolor non iusto laboriosam.,29003.93,1
432,9,2025-11-23,Entrada,Recebimento de Serviços,Nobis recusandae reprehenderit delectus optio eaque.,17968.31,0
433,9,2026-05-26,Entrada,Empréstimo,Ullam nisi architecto fugiat consequatur accusantium.,24997.26,0
434,9,2026-03-13,Saída,Combustível,Placeat repudiandae non debitis temporibus nobis soluta.,16147.05,0
435,9,2026-03-16,Entrada,Aporte de Capital,At optio temporibus molestiae.,7129.78,0
436,9,2025-09-04,Saída,Manutenção,Minima fuga aliquam minus dolorem rem.,22939.32,1
437,9,2026-06-19,Saída,Pagamento de Fornecedor,Expedita rem tenetur saepe nemo incidunt.,12077.39,0
438,9,2025-12-05,Entrada,Empréstimo,Tenetur assumenda nisi molestiae ducimus.,27884.53,0
439,9,2025-09-05,Entrada,Aporte de Capital,Neque blanditiis ab.,25460.65,0
440,9,2026-04-30,Saída,Salário,Illum autem incidunt nesciunt ea modi.,3947.04,1
441,9,2026-03-29,Entrada,Aporte de Capital,Eius perspiciatis quidem impedit quos laboriosam fuga mollitia.,18973.32,0
442,9,2025-12-05,Saída,Manutenção,Neque quo id consequuntur sint.,22673.46,0
443,9,2025-10-17,Entrada,Recebimento de Serviços,Ipsum praesentium cum dolor id.,25701.56,0
444,9,2026-01-05,Entrada,Receita de Venda,Nostrum placeat amet harum odio rem reprehenderit.,2426.24,1
445,9,2026-02-23,Saída,Despesas Administrativas,Ipsa aperiam dolore aspernatur alias fugit voluptates nostrum.,15628.05,0
446,9,2026-03-13,Entrada,Recebimento de Serviços,Animi quo cupiditate laudantium ab sed ut maxime.,44710.02,0
447,9,2025-11-14,Entrada,Empréstimo,Magni praesentium nostrum perferendis facere omnis voluptate assumenda.,46602.75,0
448,9,2025-12-13,Saída,Aluguel,Explicabo hic nesciunt maxime qui architecto.,11849.34,0
449,9,2025-10-06,Saída,Manutenção,Quas nam nesciunt expedita repellendus.,15268.72,0
450,9,2025-11-25,Saída,Combustível,Iste illo a cupiditate magni.,14299.29,0
451,10,2026-03-26,Entrada,Empréstimo,Eos veniam rem vero soluta repellat nemo.,16896.36,0
452,10,2026-05-15,Entrada,Aporte de Capital,Natus quo quidem vero itaque itaque.,29393.26,0
453,10,2026-04-06,Entrada,Recebimento de Serviços,Laboriosam ducimus fugit.,23992.22,1
454,10,2026-06-18,Entrada,Receita de Venda,Perspiciatis dolorem et veritatis maxime.,29384.4,0
455,10,2025-09-07,Entrada,Recebimento de Serviços,Dolorum at perferendis reprehenderit asperiores.,31636.75,0
456,10,2026-08-09,Saída,Aluguel,Et dolor nemo delectus quia ut deleniti.,24667.67,0
457,10,2026-05-31,Entrada,Receita de Venda,Quasi sit dignissimos dicta dolorum.,28842.23,0
458,10,2026-04-17,Entrada,Recebimento de Cliente,Quod blanditiis aspernatur veritatis.,1437.4,0
459,10,2026-03-02,Saída,Marketing,Quisquam molestiae aliquam.,4627.79,0
460,10,2026-02-27,Entrada,Aporte de Capital,Et tempore sunt nemo eius delectus quisquam maiores.,25340.07,0
461,10,2026-01-27,Saída,Pagamento de Fornecedor,Consectetur minima incidunt velit adipisci expedita similique.,21202.68,0
462,10,2026-06-14,Entrada,Recebimento de Serviços,Voluptate praesentium itaque porro accusamus distinctio neque.,16589.95,0
463,10,2025-12-31,Saída,Marketing,Similique deleniti ea earum vero exercitationem delectus incidunt.,9481.2,0
464,10,2026-02-03,Entrada,Aporte de Capital,Facilis id iste necessitatibus voluptatem placeat.,45650.15,0
465,10,2026-06-28,Saída,Manutenção,Rem nam sequi deserunt reiciendis.,20308.47,0
466,10,2026-05-31,Saída,Despesas Administrativas,Rem debitis libero voluptatum sed maxime quam.,5848.7,1
467,10,2026-06-17,Entrada,Empréstimo,Dolorum similique aliquid aut cum.,28125.29,0
468,10,2025-11-21,Entrada,Empréstimo,Labore occaecati ipsum ex facere.,38673.13,0
469,10,2026-03-27,Entrada,Aporte de Capital,Exercitationem illum expedita perspiciatis non.,16193.52,0
470,10,2026-04-02,Saída,Combustível,Cupiditate quos explicabo perferendis laborum qui suscipit.,8704.9,0
471,10,2026-01-21,Saída,Marketing,Iure vero sit odit unde.,24569.49,0
472,10,2026-02-04,Entrada,Empréstimo,Nemo sed architecto cum dolorem et eos eaque.,2582.29,0
473,10,2026-04-27,Entrada,Empréstimo,Suscipit quos vel quibusdam maxime.,46238.48,0
474,10,2026-02-15,Saída,Despesas Administrativas,Delectus ad quas optio.,6498.21,1
475,10,2026-08-13,Saída,Combustível,Distinctio id atque vel.,4204.46,1
476,10,2026-02-23,Entrada,Recebimento de Cliente,Ad id quisquam.,3012.89,0
477,10,2025-10-04,Entrada,Recebimento de Cliente,Nulla assumenda ut harum dolorem.,3098.31,0
478,10,2026-05-31,Saída,Manutenção,Occaecati consectetur saepe adipisci optio similique.,21549.01,0
479,10,2025-12-31,Entrada,Recebimento de Cliente,Iusto sit vel molestias consequatur veniam molestiae.,756.48,1
480,10,2026-04-07,Entrada,Aporte de Capital,Occaecati odio natus minima odit est expedita.,32818.19,0
481,10,2026-03-19,Saída,Despesas Administrativas,Ipsam facilis ea esse.,19551.11,0
482,10,2025-09-04,Saída,Manutenção,Exercitationem iusto ab ullam.,8633.92,0
483,10,2026-08-15,Entrada,Receita de Venda,Error quisquam reiciendis nisi reiciendis molestias deleniti.,32788.79,0
484,10,2026-07-22,Entrada,Recebimento de Serviços,Hic cum qui harum fugiat ea.,37064.98,0
485,10,2026-02-05,Entrada,Recebimento de Cliente,Maxime reiciendis nostrum possimus earum.,21185.31,0
486,10,2026-04-28,Entrada,Receita de Venda,Repellat impedit sequi delectus enim odio nulla.,49860.0,0
487,10,2025-12-12,Saída,Despesas Administrativas,Laudantium eum corrupti voluptas ad voluptas eligendi commodi.,5670.72,0
488,10,2026-02-11,Saída,Pagamento de Fornecedor,Doloremque corrupti laudantium.,377.09,0
489,10,2026-01-06,Entrada,Empréstimo,Ratione libero fuga possimus adipisci.,14585.8,1
490,10,2025-10-03,Saída,Aluguel,Animi quod architecto iusto.,25546.69,0
491,10,2025-11-13,Saída,Combustível,Repellendus repudiandae commodi quisquam dolorum.,5865.06,0
492,10,2026-06-12,Entrada,Empréstimo,Doloribus voluptatum dicta quasi atque pariatur.,8543.47,0
493,10,2025-11-19,Saída,Combustível,Placeat est eum occaecati aliquam vel.,21586.09,0
494,10,2026-03-13,Entrada,Empréstimo,Laboriosam error facere amet pariatur.,39643.0,1
495,10,2026-08-25,Entrada,Recebimento de Cliente,Odio eveniet cumque eius blanditiis.,30742.25,0
496,10,2026-06-19,Saída,Marketing,Voluptas neque porro.,15506.89,0
497,10,2026-05-13,Entrada,Aporte de Capital,Fuga at culpa at.,33628.16,0
498,10,2026-04-17,Entrada,Recebimento de Cliente,Animi explicabo culpa modi autem laborum et nam.,24133.98,1
499,10,2026-04-27,Entrada,Receita de Venda,Rem ipsa deserunt porro facere consequatur.,13408.87,0
500,10,2026-07-29,Entrada,Aporte de Capital,Provident nam molestiae laudantium necessitatibus molestiae eum.,37810.95,0
